순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
553,009580,무림P&P,"4,345","35","0.8","164,913","714,977,785","4,320","4,370","4,305","270,990,367,780","0.02","62,368,324",,,
554,121800,비덴트,"7,960","40","0.5","323,209","2,583,786,890","7,920","8,080","7,900","270,572,523,080","0.02","33,991,523",,,
555,228670,레이,"40,650","150","0.4","66,437","2,697,143,450","40,850","41,150","40,150","270,455,303,550","0.02","6,653,267",,,
556,031440,신세계푸드,"69,700","400","0.6","4,574","317,884,200","69,200","69,700","69,000","269,911,856,000","0.02","3,872,480",,,
557,234340,세틀뱅크,"29,100","-150","-0.5","29,532","860,556,650","29,250","29,500","28,950","269,669,700,000","0.02","9,267,000",,,
558,037710,광주신세계,"168,500","1,000","0.6","613","102,991,500","167,500","169,000","167,500","269,600,000,000","0.02","1,600,000",,,
559,071055,한국금융지주우,"45,750","-250","-0.5","8,261","378,069,200","46,550","46,550","45,550","268,014,983,250","0.02","5,858,251",,,
560,005810,풍산홀딩스,"34,150","150","0.4","1,987","67,854,150","34,000","34,250","34,000","267,570,953,050","0.02","7,835,167",,,
561,222800,심텍,"11,750","150","1.3","214,035","2,539,604,150","11,750","12,050","11,550","267,347,268,250","0.02","22,752,959",,,
562,267850,아시아나IDT,"24,050","0","0.0","225,153","5,490,804,050","24,350","25,100","23,950","266,955,000,000","0.02","11,100,000",,,
563,179900,유티아이,"16,800","50","0.3","257,045","4,338,876,150","16,800","17,200","16,600","266,530,236,000","0.02","15,864,895",,,
564,003300,한일홀딩스,"44,450","0","0.0","3,248","144,566,750","44,450","44,700","44,200","266,449,124,200","0.02","5,994,356",,,
565,174900,앱클론,"36,850","50","0.1","45,497","1,660,245,900","36,800","37,350","36,050","264,435,600,000","0.02","7,176,000",,,
566,214870,뉴지랩,"10,650","-50","-0.5","203,925","2,206,106,150","10,650","11,150","10,550","263,913,933,150","0.02","24,780,651",,,
567,011690,유양디앤유,"4,535","-45","-1.0","248,806","1,116,126,905","4,500","4,565","4,420","263,910,701,535","0.02","58,194,201",,,
568,000050,경방,"9,600","-90","-0.9","64,120","618,703,820","9,700","9,770","9,570","263,186,592,000","0.02","27,415,270",,,
569,023160,태광,"9,930","-120","-1.2","59,253","592,162,360","10,100","10,150","9,930","263,145,000,000","0.02","26,500,000",,,
570,079430,현대리바트,"12,800","-300","-2.3","42,941","555,116,900","13,200","13,250","12,800","262,851,609,600","0.02","20,535,282",,,
571,025770,한국정보통신,"6,890","-30","-0.4","55,820","385,952,670","6,940","7,030","6,890","261,919,229,780","0.02","38,014,402",,,
572,161000,애경유화,"8,130","20","0.2","47,021","382,445,890","8,130","8,180","8,100","260,485,200,000","0.02","32,040,000",,,
573,074610,나노메딕스,"7,400","140","1.9","987,697","7,233,545,380","7,260","7,500","7,060","259,693,972,000","0.02","35,093,780",,,
574,066700,테라젠이텍스,"8,340","-380","-4.4","749,896","6,269,844,210","8,720","8,770","8,250","258,706,441,380","0.02","31,019,957",,,
575,140860,파크시스템스,"38,800","200","0.5","9,471","365,971,450","38,600","38,850","38,050","258,604,134,000","0.02","6,665,055",,,
576,101490,에스앤에스텍,"13,100","1,600","13.9","3,232,053","41,153,894,800","11,600","13,400","11,550","258,532,836,100","0.02","19,735,331",,,
577,195870,해성디에스,"15,150","-50","-0.3","48,178","725,041,750","15,200","15,250","14,950","257,550,000,000","0.01","17,000,000",,,
578,102460,이연제약,"15,350","250","1.7","11,292","171,923,150","15,100","15,350","15,050","257,419,500,000","0.01","16,770,000",,,
579,115180,큐리언트,"29,800","-700","-2.3","80,305","2,404,152,350","30,950","30,950","29,550","257,041,866,800","0.01","8,625,566",,,
580,063570,한국전자금융,"7,480","-70","-0.9","140,198","1,044,386,020","7,560","7,580","7,400","255,425,005,440","0.01","34,147,728",,,
581,087010,펩트론,"16,650","-600","-3.5","315,708","5,251,103,700","16,900","17,000","16,250","255,186,225,000","0.01","15,326,500",,,
582,950110,SBI핀테크솔루션즈,"10,300","-150","-1.4","16,648","172,572,300","10,450","10,500","10,250","253,962,362,000","0.01","24,656,540",,,
583,299660,셀리드,"26,300","-800","-3.0","134,787","3,561,416,950","26,800","27,050","26,000","251,919,599,600","0.01","9,578,692",,,
584,097780,에스맥,"1,085","-100","-8.4","45,758,862","51,127,138,290","1,160","1,200","1,075","251,570,583,565","0.01","231,862,289",,,
585,007810,코리아써키트,"10,650","500","4.9","400,266","4,230,632,500","10,250","10,750","10,200","251,560,998,150","0.01","23,620,751",,,
586,003560,IHQ,"1,715","5","0.3","521,431","897,612,660","1,715","1,740","1,710","250,794,307,820","0.01","146,235,748",,,
587,238090,앤디포스,"5,000","35","0.7","1,011,428","5,065,806,090","4,940","5,180","4,930","250,615,570,000","0.01","50,123,114",,,
588,068400,AJ렌터카,"11,300","-100","-0.9","85,456","960,484,350","11,350","11,350","11,150","250,253,190,000","0.01","22,146,300",,,
589,255440,야스,"19,150","50","0.3","22,435","429,807,050","19,100","19,300","19,050","250,060,700,000","0.01","13,058,000",,,
590,208340,파멥신,"36,100","-900","-2.4","59,952","2,179,790,550","37,000","37,000","36,000","249,480,204,900","0.01","6,910,809",,,
591,002100,경농,"11,500","300","2.7","77,260","881,012,750","11,350","11,500","11,200","249,455,125,000","0.01","21,691,750",,,
592,004700,조광피혁,"37,500","0","0.0","391","14,661,900","37,500","37,550","37,300","249,342,675,000","0.01","6,649,138",,,
593,038290,마크로젠,"23,500","-350","-1.5","77,154","1,814,291,750","24,000","24,000","23,300","249,228,169,000","0.01","10,605,454",,,
594,226950,올릭스,"38,050","-400","-1.0","48,603","1,861,184,300","38,450","38,800","38,050","248,471,104,050","0.01","6,530,121",,,
595,003070,코오롱글로벌,"9,830","-10","-0.1","3,605","35,514,630","9,880","9,920","9,790","247,818,605,540","0.01","25,210,438",,,
596,000155,두산우,"61,900","-300","-0.5","3,264","202,592,700","62,000","62,300","61,900","247,380,997,800","0.01","3,996,462",,,
597,053030,바이넥스,"7,790","140","1.8","145,058","1,120,324,310","7,700","7,790","7,640","247,262,763,920","0.01","31,741,048",,,
598,010170,대한광통신,"3,350","0","0.0","285,811","957,461,025","3,345","3,365","3,315","247,034,443,750","0.01","73,741,625",,,
599,003545,대신증권우,"9,500","20","0.2","195,052","1,851,484,510","9,460","9,520","9,450","247,000,000,000","0.01","26,000,000",,,
600,084690,대상홀딩스,"6,820","30","0.4","24,765","169,049,240","6,760","6,870","6,760","246,969,509,160","0.01","36,212,538",,,
601,001360,삼성제약,"4,185","5","0.1","1,981,444","8,322,929,885","4,190","4,290","4,150","246,890,434,050","0.01","58,994,130",,,
602,015860,일진홀딩스,"4,980","0","0.0","837,174","4,128,816,205","4,990","5,050","4,830","245,750,465,340","0.01","49,347,483",,,
603,013030,하이록코리아,"18,050","250","1.4","15,223","273,618,700","17,800","18,100","17,750","245,718,837,600","0.01","13,613,232",,,
604,030520,한글과컴퓨터,"10,050","-50","-0.5","74,722","756,199,650","10,100","10,250","10,050","245,625,205,950","0.01","24,440,319",,,
605,136480,하림,"2,820","-15","-0.5","234,183","664,426,985","2,860","2,865","2,820","245,187,545,160","0.01","86,945,938",,,
606,039560,다산네트웍스,"7,630","70","0.9","185,114","1,414,103,580","7,550","7,720","7,550","244,757,337,440","0.01","32,078,288",,,
607,080420,모다이노칩,"3,070","-20","-0.6","48,592","148,720,440","3,065","3,095","3,040","244,745,379,540","0.01","79,721,622",,,
608,041140,넥슨지티,"6,910","60","0.9","153,674","1,057,334,460","6,850","6,920","6,820","244,429,655,020","0.01","35,373,322",,,
609,016590,신대양제지,"60,500","1,100","1.8","13,467","809,604,500","60,100","61,000","59,100","243,801,811,000","0.01","4,029,782",,,
610,298040,효성중공업,"26,100","-550","-2.1","31,085","822,165,100","26,650","26,900","26,100","243,370,702,800","0.01","9,324,548",,,
611,229640,LS전선아시아,"7,930","30","0.4","40,240","319,762,230","7,860","7,980","7,860","242,855,290,470","0.01","30,624,879",,,
612,183300,코미코,"27,650","-100","-0.4","10,803","298,022,100","27,750","27,850","27,350","242,628,750,000","0.01","8,775,000",,,
613,004380,삼익THK,"11,550","-50","-0.4","10,161","117,417,000","11,600","11,600","11,450","242,550,000,000","0.01","21,000,000",,,
614,001130,대한제분,"143,500","-1,000","-0.7","2,819","403,547,500","145,500","145,500","142,000","242,515,000,000","0.01","1,690,000",,,
615,089030,테크윙,"12,550","-200","-1.6","452,054","5,661,475,200","12,800","12,850","12,300","242,450,764,300","0.01","19,318,786",,,
616,011760,현대상사,"18,300","150","0.8","21,447","390,147,250","18,250","18,300","18,050","242,090,077,800","0.01","13,228,966",,,
617,200670,휴메딕스,"24,200","100","0.4","29,732","717,315,250","24,000","24,250","24,000","241,302,894,800","0.01","9,971,194",,,
618,005070,코스모신소재,"8,240","0","0.0","350,042","2,874,706,010","8,220","8,320","8,160","241,003,231,600","0.01","29,247,965",,,
619,078600,대주전자재료,"16,500","800","5.1","216,013","3,550,295,000","15,850","16,800","15,850","240,095,212,500","0.01","14,551,225",,,
620,243840,신흥에스이씨,"36,500","450","1.2","18,216","663,765,750","36,050","36,650","36,050","239,887,526,500","0.01","6,572,261",,,
621,036530,S&T홀딩스,"14,700","0","0.0","1,799","26,369,150","14,700","14,800","14,600","239,667,124,200","0.01","16,303,886",,,
622,000970,한국주철관,"10,500","-50","-0.5","59,907","635,490,250","10,600","10,750","10,450","239,405,250,000","0.01","22,800,500",,,
623,102260,동성코퍼레이션,"5,260","60","1.2","66,131","346,185,280","5,200","5,300","5,170","239,040,542,200","0.01","45,444,970",,,
624,033920,무학,"8,380","-60","-0.7","10,842","91,048,120","8,420","8,450","8,370","238,830,000,000","0.01","28,500,000",,,
625,068290,삼성출판사,"23,750","-850","-3.5","652,725","15,501,062,450","24,400","24,900","23,750","237,500,000,000","0.01","10,000,000",,,
626,001940,KISCO홀딩스,"12,800","-50","-0.4","10,807","137,572,150","12,750","12,850","12,600","236,497,664,000","0.01","18,476,380",,,
627,092230,KPX홀딩스,"55,900","200","0.4","641","35,834,000","55,800","56,000","55,700","236,157,711,400","0.01","4,224,646",,,
628,236200,슈프리마,"32,900","250","0.8","108,908","3,548,485,750","32,700","32,900","32,050","235,572,981,700","0.01","7,160,273",,,
629,042520,한스바이오메드,"23,700","-400","-1.7","61,104","1,452,949,850","24,350","24,350","23,650","234,688,159,800","0.01","9,902,454",,,
630,089010,켐트로닉스,"16,050","500","3.2","394,642","6,302,781,250","15,700","16,300","15,550","233,885,334,750","0.01","14,572,295",,,
631,031330,에스에이엠티,"2,335","45","2.0","1,015,111","2,363,448,075","2,300","2,350","2,295","233,488,481,445","0.01","99,995,067",,,
632,019210,와이지-원,"7,570","0","0.0","42,723","321,966,350","7,600","7,600","7,490","231,443,809,830","0.01","30,573,819",,,
633,085370,루트로닉,"9,040","-310","-3.3","276,769","2,537,326,410","9,350","9,520","8,970","231,083,743,440","0.01","25,562,361",,,
634,001270,부국증권,"22,000","0","0.0","3,534","77,129,800","21,750","22,000","21,550","228,137,492,000","0.01","10,369,886",,,
635,002030,아세아,"104,000","500","0.5","567","58,616,500","102,500","104,000","102,500","227,866,496,000","0.01","2,191,024",,,
636,251970,펌텍코리아,"18,350","250","1.4","16,102","294,352,650","18,300","18,400","18,100","227,540,000,000","0.01","12,400,000",,,
637,000020,동화약품,"8,140","10","0.1","50,591","412,078,660","8,140","8,210","8,090","227,362,165,800","0.01","27,931,470",,,
638,095570,AJ네트웍스,"4,855","405","9.1","1,882,334","9,354,837,330","4,970","5,150","4,805","227,322,242,225","0.01","46,822,295",,,
639,052400,코나아이,"14,600","-50","-0.3","46,771","686,155,500","14,650","14,800","14,550","227,163,122,800","0.01","15,559,118",,,
640,015360,예스코홀딩스,"37,850","100","0.3","1,264","48,223,950","37,700","38,500","37,600","227,100,000,000","0.01","6,000,000",,,
641,251370,와이엠티,"30,650","1,550","5.3","101,601","3,005,161,750","29,450","30,800","28,400","226,969,380,000","0.01","7,405,200",,,
642,086980,쇼박스,"3,625","95","2.7","574,925","2,075,016,945","3,545","3,650","3,530","226,925,000,000","0.01","62,600,000",,,
643,010955,S-Oil우,"56,400","600","1.1","9,778","549,329,300","55,900","56,500","55,700","226,836,682,800","0.01","4,021,927",,,
644,088290,이원컴포텍,"15,850","-1,700","-9.7","750,792","11,884,699,050","17,400","17,400","14,000","225,828,676,100","0.01","14,247,866",,,
645,001200,유진투자증권,"2,325","5","0.2","224,886","521,854,270","2,320","2,340","2,305","225,214,421,850","0.01","96,866,418",,,
646,036630,세종텔레콤,"375","-13","-3.4","2,685,217","1,023,773,570","388","390","375","225,122,297,250","0.01","600,326,126",,,
647,003580,넥스트사이언스,"7,900","300","4.0","1,485,538","11,602,561,090","7,600","7,950","7,530","224,629,682,300","0.01","28,434,137",,,
648,092130,이크레더블,"18,650","0","0.0","7,771","144,927,150","18,750","18,750","18,550","224,613,140,000","0.01","12,043,600",,,
649,272550,삼양패키징,"15,800","0","0.0","25,517","401,169,250","15,800","15,850","15,550","224,514,903,200","0.01","14,209,804",,,
650,220250,카이노스메드,"15,900","0","0.0","0","0","0","0","0","223,653,184,200","0.01","14,066,238",,,
651,225570,넷게임즈,"7,750","-70","-0.9","49,719","384,188,660","7,620","7,920","7,600","223,500,948,000","0.01","28,838,832",,,
652,206640,바디텍메드,"9,520","-230","-2.4","68,149","656,544,150","9,750","9,810","9,500","223,420,519,840","0.01","23,468,542",,,
653,067080,대화제약,"12,250","-50","-0.4","36,016","443,408,150","12,300","12,400","12,250","223,255,931,500","0.01","18,224,974",,,
654,136490,선진,"9,380","10","0.1","16,027","149,665,170","9,380","9,410","9,300","223,052,685,520","0.01","23,779,604",,,
655,089980,상아프론테크,"14,550","250","1.8","50,108","719,128,550","14,300","14,600","14,200","222,789,134,400","0.01","15,311,968",,,
656,035890,서희건설,"1,075","5","0.5","609,153","653,151,350","1,075","1,075","1,065","222,612,277,100","0.01","207,081,188",,,
657,175250,아이큐어,"34,400","-950","-2.7","127,808","4,434,476,350","35,450","35,650","34,200","221,758,568,000","0.01","6,446,470",,,
658,049070,인탑스,"12,800","100","0.8","51,476","655,923,950","12,750","12,800","12,650","220,160,000,000","0.01","17,200,000",,,
659,005390,신성통상,"1,525","-10","-0.6","1,147,107","1,764,412,320","1,540","1,565","1,515","219,155,294,750","0.01","143,708,390",,,
660,057500,SKC 솔믹스,"3,560","-65","-1.8","419,136","1,501,430,710","3,655","3,660","3,545","218,918,782,400","0.01","61,494,040",,,
661,003120,일성신약,"82,300","-300","-0.4","868","71,146,300","83,000","83,000","81,500","218,918,000,000","0.01","2,660,000",,,
662,002020,코오롱,"17,300","150","0.9","20,150","346,097,350","17,250","17,300","17,050","218,437,169,800","0.01","12,626,426",,,
663,104700,한국철강,"4,740","-25","-0.5","47,303","225,246,555","4,760","4,815","4,740","218,277,000,000","0.01","46,050,000",,,
664,004360,세방,"11,300","-200","-1.7","46,816","527,941,800","11,500","11,500","11,100","218,188,197,000","0.01","19,308,690",,,
665,900140,엘브이엠씨홀딩스,"4,265","0","0.0","98,381","419,662,180","4,310","4,330","4,225","218,028,672,335","0.01","51,120,439",,,
666,003570,S&T중공업,"6,520","30","0.5","16,755","109,163,800","6,420","6,640","6,420","216,807,584,440","0.01","33,252,697",,,
667,078150,HB테크놀러지,"2,740","-60","-2.1","743,625","2,045,895,850","2,800","2,810","2,730","216,433,767,240","0.01","78,990,426",,,
668,035150,백산,"8,860","-70","-0.8","116,550","1,034,531,760","8,880","9,000","8,790","214,412,000,000","0.01","24,200,000",,,
669,095270,웨이브일렉트로,"19,400","300","1.6","26,566","513,287,100","19,300","19,600","19,100","213,547,711,600","0.01","11,007,614",,,
670,282880,코윈테크,"23,400","-50","-0.2","10,282","240,816,100","23,450","23,550","23,250","213,352,939,800","0.01","9,117,647",,,
671,110790,크리스에프앤씨,"18,200","-200","-1.1","11,135","202,834,200","18,500","18,500","18,050","213,221,736,000","0.01","11,715,480",,,
672,000430,대원강업,"3,435","-10","-0.3","21,153","72,467,155","3,445","3,500","3,395","212,970,000,000","0.01","62,000,000",,,
673,041190,우리기술투자,"2,530","10","0.4","569,586","1,442,278,805","2,520","2,565","2,510","212,520,000,000","0.01","84,000,000",,,
674,045100,한양이엔지,"11,800","100","0.8","36,705","430,900,900","11,850","11,850","11,650","212,400,000,000","0.01","18,000,000",,,
